,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
96,587,Ronshad Shabazz,JR,2017-18,G,Appalachian State,Sun Belt,33,1079,206,515,.400,126,282,80,233,.343,117,170,.688,19,64,83,100,36,2,79,58,609,32.7,6.2,15.6,3.8,8.5,2.4,7.1,3.5,5.2,0.6,1.9,2.5,3.0,1.1,0.1,2.4,1.8,18.5
97,588,Caleb Swanigan,SO,2016-17,F,Purdue,Big Ten,35,1139,222,421,.527,184,336,38,85,.447,164,210,.781,96,340,436,107,15,28,118,97,646,32.5,6.3,12.0,5.3,9.6,1.1,2.4,4.7,6.0,2.7,9.7,12.5,3.1,0.4,0.8,3.4,2.8,18.5
98,589,Tres Tinkle,SR,2019-20,F,Oregon State,Pac-12,31,1070,188,427,.440,137,279,51,148,.345,145,179,.810,41,171,212,98,54,16,70,74,572,34.5,6.1,13.8,4.4,9.0,1.6,4.8,4.7,5.8,1.3,5.5,6.8,3.2,1.7,0.5,2.3,2.4,18.5
99,590,Quinndary Weatherspoon,SR,2018-19,G,Mississippi State,SEC,34,1157,213,419,.508,158,280,55,139,.396,148,183,.809,45,114,159,96,57,10,99,72,629,34.0,6.3,12.3,4.6,8.2,1.6,4.1,4.4,5.4,1.3,3.4,4.7,2.8,1.7,0.3,2.9,2.1,18.5
100,591,Andrew White,SR,2016-17,G,Syracuse,ACC,34,1266,199,451,.441,87,173,112,278,.403,118,141,.837,28,130,158,38,55,12,56,72,628,37.2,5.9,13.3,2.6,5.1,3.3,8.2,3.5,4.1,0.8,3.8,4.6,1.1,1.6,0.4,1.6,2.1,18.5
101,592,Charles Williams,SR,2019-20,G,Howard,MEAC,33,1128,214,517,.414,166,357,48,160,.300,134,191,.702,27,114,141,41,23,17,57,78,610,34.2,6.5,15.7,5.0,10.8,1.5,4.8,4.1,5.8,0.8,3.5,4.3,1.2,0.7,0.5,1.7,2.4,18.5
102,593,Paris Bass,SO,2015-16,G,Detroit Mercy,Horizon,24,714,159,342,.465,137,274,22,68,.324,102,149,.685,50,141,191,50,33,33,81,84,442,29.8,6.6,14.3,5.7,11.4,0.9,2.8,4.3,6.2,2.1,5.9,8.0,2.1,1.4,1.4,3.4,3.5,18.4
103,594,Jomaru Brown,SO,2019-20,G,Eastern Kentucky,OVC,32,944,198,513,.386,153,370,45,143,.315,148,197,.751,21,105,126,87,61,5,149,83,589,29.5,6.2,16.0,4.8,11.6,1.4,4.5,4.6,6.2,0.7,3.3,3.9,2.7,1.9,0.2,4.7,2.6,18.4
104,595,Donte Clark,SR,2017-18,G,Texas Southern,SWAC,36,1252,203,506,.401,161,357,42,149,.282,216,279,.774,39,148,187,93,39,12,102,113,664,34.8,5.6,14.1,4.5,9.9,1.2,4.1,6.0,7.8,1.1,4.1,5.2,2.6,1.1,0.3,2.8,3.1,18.4
105,596,Allen Crabbe,JR,2012-13,G,University of California,Pac-12,33,1195,215,468,.459,151,284,64,184,.348,113,139,.813,33,167,200,87,37,23,83,69,607,36.2,6.5,14.2,4.6,8.6,1.9,5.6,3.4,4.2,1.0,5.1,6.1,2.6,1.1,0.7,2.5,2.1,18.4
106,597,Jacob Davison,JR,2019-20,G,Eastern Washington,Big Sky,31,978,211,465,.454,163,318,48,147,.327,101,142,.711,29,100,129,87,44,13,85,73,571,31.5,6.8,15.0,5.3,10.3,1.5,4.7,3.3,4.6,0.9,3.2,4.2,2.8,1.4,0.4,2.7,2.4,18.4
107,598,Majok Deng,SR,2015-16,F,Louisiana-Monroe,Sun Belt,31,1126,193,403,.479,134,246,59,157,.376,126,155,.813,51,167,218,60,22,51,68,77,571,36.3,6.2,13.0,4.3,7.9,1.9,5.1,4.1,5.0,1.6,5.4,7.0,1.9,0.7,1.6,2.2,2.5,18.4
108,599,CJ Elleby,SO,2019-20,F,Washington State,Pac-12,32,1068,197,498,.396,123,280,74,218,.339,121,147,.823,39,212,251,60,56,26,69,94,589,33.4,6.2,15.6,3.8,8.8,2.3,6.8,3.8,4.6,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9,18.4
109,600,Charles Hinkle,SR,2011-12,F,American,Patriot,32,1098,175,431,.406,90,228,85,203,.419,155,185,.838,33,141,174,58,30,14,68,66,590,34.3,5.5,13.5,2.8,7.1,2.7,6.3,4.8,5.8,1.0,4.4,5.4,1.8,0.9,0.4,2.1,2.1,18.4
